index,n,m,Dimension,Distribution,Strategy,PSV,OPT,Plurality,Plurality Distortion,Copeland,Copeland Distortion,STV,STV Distortion,Borda,Borda Distortion,Plurality Veto,Plurality Veto Distortion
0,200,15,1D,normal,burial,0,Candidate 1,Candidate 13,1.0358298551763805,Candidate 4,2.3071135607609374,Candidate 13,1.0358298551763805,Candidate 1,1.0,Candidate 1,1.0
1,200,15,1D,normal,burial,0,Candidate 7,Candidate 5,1.0137426374211738,Candidate 1,1.008737543729555,Candidate 5,1.0137426374211738,Candidate 7,1.0,Candidate 7,1.0
2,200,15,1D,normal,burial,0,Candidate 10,Candidate 13,1.45294829626189,Candidate 0,1.2914871211953933,Candidate 12,1.0637543607789997,Candidate 6,1.0008691289523588,Candidate 10,1.0
3,200,15,1D,normal,burial,0,Candidate 6,Candidate 4,1.0943790770045692,Candidate 13,1.0833009734874257,Candidate 4,1.0943790770045692,Candidate 6,1.0,Candidate 1,1.0004737754508328
4,200,15,1D,normal,burial,0,Candidate 6,Candidate 6,1.0,Candidate 10,2.4064771663816673,Candidate 4,1.0030601724829242,Candidate 4,1.0030601724829242,Candidate 4,1.0030601724829242
5,200,15,1D,normal,burial,0,Candidate 7,Candidate 12,1.640401282508452,Candidate 1,1.0663583877552856,Candidate 10,1.1433277133939195,Candidate 7,1.0,Candidate 7,1.0
6,200,15,1D,normal,burial,0,Candidate 4,Candidate 4,1.0,Candidate 5,1.2905738628137302,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
7,200,15,1D,normal,burial,0,Candidate 0,Candidate 13,1.0058056318729336,Candidate 11,1.1705580388042647,Candidate 11,1.1705580388042647,Candidate 0,1.0,Candidate 0,1.0
8,200,15,1D,normal,burial,0,Candidate 7,Candidate 7,1.0,Candidate 11,1.7630230357705325,Candidate 7,1.0,Candidate 2,1.0745378384775928,Candidate 7,1.0
9,200,15,1D,normal,burial,0,Candidate 10,Candidate 12,1.2834716176831997,Candidate 12,1.2834716176831997,Candidate 12,1.2834716176831997,Candidate 5,1.0034262457026129,Candidate 5,1.0034262457026129
10,200,15,1D,normal,burial,0,Candidate 0,Candidate 5,1.2136976332049465,Candidate 12,1.0476029649640741,Candidate 5,1.2136976332049465,Candidate 0,1.0,Candidate 0,1.0
11,200,15,1D,normal,burial,0,Candidate 1,Candidate 5,1.0657096341815315,Candidate 10,1.142560732116605,Candidate 5,1.0657096341815315,Candidate 3,1.0005619758430075,Candidate 1,1.0
12,200,15,1D,normal,burial,0,Candidate 1,Candidate 1,1.0,Candidate 9,2.6810873629646506,Candidate 0,1.1231361534804511,Candidate 1,1.0,Candidate 1,1.0
13,200,15,1D,normal,burial,0,Candidate 14,Candidate 0,1.0084448976194258,Candidate 0,1.0084448976194258,Candidate 14,1.0,Candidate 14,1.0,Candidate 14,1.0
14,200,15,1D,normal,burial,0,Candidate 13,Candidate 10,1.2445551835773083,Candidate 6,1.0041155778134274,Candidate 9,1.0480774911137694,Candidate 13,1.0,Candidate 13,1.0
15,200,15,1D,normal,burial,0,Candidate 7,Candidate 1,1.7031430914269061,Candidate 6,1.0957540292004244,Candidate 3,1.118511764697578,Candidate 7,1.0,Candidate 7,1.0
16,200,15,1D,normal,burial,0,Candidate 5,Candidate 6,1.5742655003302806,Candidate 5,1.0,Candidate 11,1.036967741498241,Candidate 5,1.0,Candidate 5,1.0
17,200,15,1D,normal,burial,0,Candidate 1,Candidate 0,1.7125908862678052,Candidate 0,1.7125908862678052,Candidate 10,1.0209874413422784,Candidate 10,1.0209874413422784,Candidate 1,1.0
18,200,15,1D,normal,burial,0,Candidate 7,Candidate 1,1.2717708875112421,Candidate 14,1.4172104778164056,Candidate 8,1.0464259185025826,Candidate 7,1.0,Candidate 7,1.0
19,200,15,1D,normal,burial,0,Candidate 12,Candidate 2,1.004241005194275,Candidate 8,1.7586924742576096,Candidate 2,1.004241005194275,Candidate 12,1.0,Candidate 12,1.0
20,200,15,1D,normal,burial,0,Candidate 13,Candidate 2,1.494453945335312,Candidate 3,1.0806715953317034,Candidate 1,1.0156303180775275,Candidate 1,1.0156303180775275,Candidate 13,1.0
21,200,15,1D,normal,burial,0,Candidate 8,Candidate 3,1.055471710540894,Candidate 0,1.8061834611549876,Candidate 3,1.055471710540894,Candidate 8,1.0,Candidate 8,1.0
22,200,15,1D,normal,burial,0,Candidate 9,Candidate 2,1.0415746160268733,Candidate 5,1.1852744485574092,Candidate 2,1.0415746160268733,Candidate 9,1.0,Candidate 9,1.0
23,200,15,1D,normal,burial,0,Candidate 6,Candidate 1,1.34011195402303,Candidate 13,1.2061305645213518,Candidate 4,1.0603161119502444,Candidate 7,1.0053262273692136,Candidate 7,1.0053262273692136
24,200,15,1D,normal,burial,0,Candidate 11,Candidate 0,1.0985403650103664,Candidate 4,2.115557178188865,Candidate 11,1.0,Candidate 11,1.0,Candidate 11,1.0
25,200,15,1D,normal,burial,0,Candidate 11,Candidate 4,1.115217527428823,Candidate 13,1.804902582647192,Candidate 11,1.0,Candidate 11,1.0,Candidate 11,1.0
26,200,15,1D,normal,burial,0,Candidate 9,Candidate 5,1.6162050472578486,Candidate 9,1.0,Candidate 9,1.0,Candidate 9,1.0,Candidate 9,1.0
27,200,15,1D,normal,burial,0,Candidate 10,Candidate 4,1.375235228891476,Candidate 5,1.025701540923216,Candidate 7,1.1257545064022667,Candidate 14,1.0047364184435248,Candidate 10,1.0
28,200,15,1D,normal,burial,0,Candidate 7,Candidate 8,1.2014829790645312,Candidate 8,1.2014829790645312,Candidate 1,1.0444841778597398,Candidate 7,1.0,Candidate 7,1.0
29,200,15,1D,normal,burial,0,Candidate 5,Candidate 5,1.0,Candidate 7,1.8871636306399227,Candidate 5,1.0,Candidate 5,1.0,Candidate 5,1.0
30,200,15,1D,normal,burial,0,Candidate 4,Candidate 12,1.136516195549927,Candidate 1,1.1245857059645823,Candidate 13,1.0004934346222436,Candidate 13,1.0004934346222436,Candidate 13,1.0004934346222436
31,200,15,1D,normal,burial,0,Candidate 9,Candidate 2,1.0647551882847834,Candidate 13,2.110489420123264,Candidate 10,1.0010851753371455,Candidate 9,1.0,Candidate 9,1.0
32,200,15,1D,normal,burial,0,Candidate 8,Candidate 8,1.0,Candidate 11,1.197849492161318,Candidate 11,1.197849492161318,Candidate 8,1.0,Candidate 8,1.0
33,200,15,1D,normal,burial,0,Candidate 14,Candidate 9,1.0183260122666944,Candidate 11,1.4603668073078162,Candidate 7,1.230659772174194,Candidate 6,1.0303432138879012,Candidate 14,1.0
34,200,15,1D,normal,burial,0,Candidate 1,Candidate 12,1.42813553082699,Candidate 12,1.42813553082699,Candidate 1,1.0,Candidate 7,1.0026979077896447,Candidate 1,1.0
35,200,15,1D,normal,burial,0,Candidate 8,Candidate 14,1.4270412184841765,Candidate 2,1.0512255052205155,Candidate 10,1.021232763582902,Candidate 8,1.0,Candidate 8,1.0
36,200,15,1D,normal,burial,0,Candidate 6,Candidate 8,1.37874073539528,Candidate 10,1.882679764390243,Candidate 0,1.16032814600363,Candidate 6,1.0,Candidate 13,1.0005389863378213
37,200,15,1D,normal,burial,0,Candidate 9,Candidate 7,1.1207976804775075,Candidate 2,1.766131478630483,Candidate 0,1.1114430316444708,Candidate 9,1.0,Candidate 9,1.0
38,200,15,1D,normal,burial,0,Candidate 14,Candidate 2,1.3519745216111845,Candidate 13,1.4936522720259136,Candidate 6,1.0283819175312638,Candidate 6,1.0283819175312638,Candidate 14,1.0
39,200,15,1D,normal,burial,0,Candidate 6,Candidate 13,1.5102771809810447,Candidate 1,1.4747752079728473,Candidate 12,1.0055872304686926,Candidate 12,1.0055872304686926,Candidate 6,1.0
40,200,15,1D,normal,burial,0,Candidate 13,Candidate 12,1.4340513640919779,Candidate 12,1.4340513640919779,Candidate 13,1.0,Candidate 13,1.0,Candidate 13,1.0
41,200,15,1D,normal,burial,0,Candidate 8,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0
42,200,15,1D,normal,burial,0,Candidate 2,Candidate 4,1.8702156630918825,Candidate 4,1.8702156630918825,Candidate 10,1.0161626332520843,Candidate 2,1.0,Candidate 2,1.0
43,200,15,1D,normal,burial,0,Candidate 9,Candidate 10,1.1026836050408813,Candidate 14,1.812278798050201,Candidate 4,1.0250490388756965,Candidate 9,1.0,Candidate 9,1.0
44,200,15,1D,normal,burial,0,Candidate 8,Candidate 8,1.0,Candidate 13,1.1133703195406246,Candidate 12,1.1159947007011715,Candidate 8,1.0,Candidate 8,1.0
45,200,15,1D,normal,burial,0,Candidate 2,Candidate 1,1.3826861926150327,Candidate 4,1.1154031325239508,Candidate 3,1.0461645397187915,Candidate 2,1.0,Candidate 2,1.0
46,200,15,1D,normal,burial,0,Candidate 14,Candidate 0,1.8948934202625893,Candidate 3,1.9508769687023266,Candidate 13,1.0088297319950918,Candidate 13,1.0088297319950918,Candidate 14,1.0
47,200,15,1D,normal,burial,0,Candidate 13,Candidate 11,1.483713518060713,Candidate 9,1.33983958440451,Candidate 13,1.0,Candidate 13,1.0,Candidate 13,1.0
48,200,15,1D,normal,burial,0,Candidate 10,Candidate 10,1.0,Candidate 3,1.2365055216318657,Candidate 3,1.2365055216318657,Candidate 1,1.0675769247431361,Candidate 10,1.0
49,200,15,1D,normal,burial,0,Candidate 7,Candidate 4,1.1785781251102665,Candidate 1,1.094347655928984,Candidate 9,1.0745507865185167,Candidate 7,1.0,Candidate 12,1.000666856636454
0,200,15,1D,normal,burial,0.1,Candidate 8,Candidate 0,1.2009047618865654,Candidate 14,1.049468235484107,Candidate 5,1.2439064492947824,Candidate 3,1.0014627014537116,Candidate 8,1.0
1,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 8,1.4295396896418953,Candidate 10,1.0610005573132861,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
2,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 12,1.0324998353344894,Candidate 5,1.026170882710908,Candidate 12,1.0324998353344894,Candidate 10,1.016426191485348,Candidate 7,1.0
3,200,15,1D,normal,burial,0.1,Candidate 1,Candidate 5,1.1306310832438609,Candidate 12,1.032343470476918,Candidate 5,1.1306310832438609,Candidate 0,1.0094055820298464,Candidate 1,1.0
4,200,15,1D,normal,burial,0.1,Candidate 12,Candidate 2,1.1985872062929692,Candidate 12,1.0,Candidate 0,1.062139408138139,Candidate 7,1.0037655627573192,Candidate 12,1.0
5,200,15,1D,normal,burial,0.1,Candidate 3,Candidate 11,1.5289606902246737,Candidate 3,1.0,Candidate 10,1.0249220397525198,Candidate 14,1.0068595330322374,Candidate 3,1.0
6,200,15,1D,normal,burial,0.1,Candidate 10,Candidate 12,1.000756447970645,Candidate 10,1.0,Candidate 12,1.000756447970645,Candidate 10,1.0,Candidate 10,1.0
7,200,15,1D,normal,burial,0.1,Candidate 9,Candidate 9,1.0,Candidate 14,1.041089058635057,Candidate 9,1.0,Candidate 9,1.0,Candidate 9,1.0
8,200,15,1D,normal,burial,0.1,Candidate 10,Candidate 6,1.6290551864727125,Candidate 12,1.0054227696563296,Candidate 0,1.054291931698072,Candidate 11,1.0002987709452695,Candidate 10,1.0
9,200,15,1D,normal,burial,0.1,Candidate 3,Candidate 8,1.0213597316112575,Candidate 7,1.006870211460022,Candidate 8,1.0213597316112575,Candidate 3,1.0,Candidate 13,1.000291762069002
10,200,15,1D,normal,burial,0.1,Candidate 9,Candidate 9,1.0,Candidate 4,1.0193941404223785,Candidate 6,1.051280358743333,Candidate 9,1.0,Candidate 9,1.0
11,200,15,1D,normal,burial,0.1,Candidate 10,Candidate 0,1.552438201592825,Candidate 12,1.1190802154103736,Candidate 10,1.0,Candidate 10,1.0,Candidate 10,1.0
12,200,15,1D,normal,burial,0.1,Candidate 13,Candidate 9,1.1145026279329413,Candidate 11,1.0409826093799888,Candidate 13,1.0,Candidate 13,1.0,Candidate 13,1.0
13,200,15,1D,normal,burial,0.1,Candidate 14,Candidate 12,1.1260558655330184,Candidate 4,1.020106784496083,Candidate 2,1.1419876843456667,Candidate 4,1.020106784496083,Candidate 14,1.0
14,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 14,1.105784210068445,Candidate 14,1.105784210068445,Candidate 14,1.105784210068445,Candidate 0,1.0,Candidate 0,1.0
15,200,15,1D,normal,burial,0.1,Candidate 10,Candidate 2,1.105062265823222,Candidate 4,1.0438656893435374,Candidate 2,1.105062265823222,Candidate 1,1.0071854327359109,Candidate 10,1.0
16,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 7,1.0,Candidate 2,1.0021708158952092,Candidate 7,1.0,Candidate 2,1.0021708158952092,Candidate 7,1.0
17,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 11,1.389633296835983,Candidate 7,1.0,Candidate 9,1.0494530153295232,Candidate 7,1.0,Candidate 7,1.0
18,200,15,1D,normal,burial,0.1,Candidate 8,Candidate 3,1.0404064952306984,Candidate 3,1.0404064952306984,Candidate 3,1.0404064952306984,Candidate 8,1.0,Candidate 8,1.0
19,200,15,1D,normal,burial,0.1,Candidate 4,Candidate 8,1.0870938569576107,Candidate 8,1.0870938569576107,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
20,200,15,1D,normal,burial,0.1,Candidate 8,Candidate 8,1.0,Candidate 10,1.0708594628580699,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0
21,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 11,1.3487357910420612,Candidate 9,1.0351157247957576,Candidate 2,1.1765991623056051,Candidate 0,1.0,Candidate 0,1.0
22,200,15,1D,normal,burial,0.1,Candidate 3,Candidate 7,1.4177255591344429,Candidate 3,1.0,Candidate 5,1.0271645009187904,Candidate 6,1.0217236164620382,Candidate 3,1.0
23,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 4,1.2556621516268371,Candidate 5,1.1553684282488366,Candidate 5,1.1553684282488366,Candidate 6,1.0377676877635151,Candidate 7,1.0
24,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 13,1.0637753542836386,Candidate 8,1.0726997318514457,Candidate 13,1.0637753542836386,Candidate 0,1.0,Candidate 0,1.0
25,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 10,1.2298184567077797,Candidate 11,1.1792126124272708,Candidate 11,1.1792126124272708,Candidate 7,1.0,Candidate 7,1.0
26,200,15,1D,normal,burial,0.1,Candidate 5,Candidate 1,1.3574960379323344,Candidate 4,1.0124958915633688,Candidate 5,1.0,Candidate 5,1.0,Candidate 5,1.0
27,200,15,1D,normal,burial,0.1,Candidate 11,Candidate 2,1.4207575659281246,Candidate 4,1.0072144095930429,Candidate 0,1.1182789548880787,Candidate 11,1.0,Candidate 5,1.0027916704817732
28,200,15,1D,normal,burial,0.1,Candidate 9,Candidate 14,1.0714378410286254,Candidate 2,1.1030458982476885,Candidate 3,1.0248627964030883,Candidate 9,1.0,Candidate 9,1.0
29,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 8,1.2033021917288806,Candidate 6,1.0262496805125922,Candidate 1,1.0891672024519425,Candidate 7,1.0,Candidate 7,1.0
30,200,15,1D,normal,burial,0.1,Candidate 9,Candidate 6,1.0013107137506234,Candidate 9,1.0,Candidate 6,1.0013107137506234,Candidate 3,1.1671302311055236,Candidate 9,1.0
31,200,15,1D,normal,burial,0.1,Candidate 4,Candidate 0,1.0066611280204842,Candidate 13,1.0032924100204024,Candidate 0,1.0066611280204842,Candidate 4,1.0,Candidate 4,1.0
32,200,15,1D,normal,burial,0.1,Candidate 2,Candidate 3,1.1099908446532738,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
33,200,15,1D,normal,burial,0.1,Candidate 14,Candidate 7,1.0971485850591387,Candidate 12,1.0925494499718817,Candidate 12,1.0925494499718817,Candidate 14,1.0,Candidate 14,1.0
34,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 6,1.255169866689771,Candidate 14,1.0483425987106512,Candidate 6,1.255169866689771,Candidate 0,1.0,Candidate 3,1.0001568566607875
35,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 0,1.0,Candidate 4,1.019938648316113,Candidate 5,1.0757974311631666,Candidate 0,1.0,Candidate 0,1.0
36,200,15,1D,normal,burial,0.1,Candidate 14,Candidate 9,1.2116579172531,Candidate 11,1.0455626882108129,Candidate 11,1.0455626882108129,Candidate 14,1.0,Candidate 14,1.0
37,200,15,1D,normal,burial,0.1,Candidate 8,Candidate 8,1.0,Candidate 8,1.0,Candidate 8,1.0,Candidate 5,1.034470598134567,Candidate 12,1.0009314746943085
38,200,15,1D,normal,burial,0.1,Candidate 4,Candidate 7,1.4772439504557582,Candidate 8,1.0930045224977296,Candidate 0,1.0143434022772073,Candidate 4,1.0,Candidate 4,1.0
39,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 0,1.0,Candidate 12,1.028882025670995,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
40,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 8,1.1663400832963218,Candidate 9,1.1547527420140118,Candidate 12,1.02013102511786,Candidate 4,1.0052944309297376,Candidate 0,1.0
41,200,15,1D,normal,burial,0.1,Candidate 5,Candidate 5,1.0,Candidate 1,1.1405131507361865,Candidate 9,1.189038471037076,Candidate 5,1.0,Candidate 5,1.0
42,200,15,1D,normal,burial,0.1,Candidate 0,Candidate 3,2.1477967200947767,Candidate 10,1.0541349246506673,Candidate 10,1.0541349246506673,Candidate 0,1.0,Candidate 0,1.0
43,200,15,1D,normal,burial,0.1,Candidate 5,Candidate 3,1.0362368120023895,Candidate 10,1.0064952739580542,Candidate 3,1.0362368120023895,Candidate 8,1.1216891163212068,Candidate 5,1.0
44,200,15,1D,normal,burial,0.1,Candidate 6,Candidate 13,1.1978267303425938,Candidate 2,1.0516828476526368,Candidate 2,1.0516828476526368,Candidate 2,1.0516828476526368,Candidate 6,1.0
45,200,15,1D,normal,burial,0.1,Candidate 11,Candidate 0,1.3732171357307255,Candidate 6,1.1061551102261544,Candidate 6,1.1061551102261544,Candidate 11,1.0,Candidate 11,1.0
46,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 14,1.1045861622590143,Candidate 2,1.026955971187429,Candidate 7,1.0,Candidate 7,1.0,Candidate 7,1.0
47,200,15,1D,normal,burial,0.1,Candidate 8,Candidate 14,1.0638817349062124,Candidate 2,1.057009690966951,Candidate 14,1.0638817349062124,Candidate 13,1.0150744963975709,Candidate 8,1.0
48,200,15,1D,normal,burial,0.1,Candidate 7,Candidate 0,1.311312091243462,Candidate 3,1.184597228850958,Candidate 6,1.1392983712484,Candidate 2,1.0082274654376115,Candidate 7,1.0
49,200,15,1D,normal,burial,0.1,Candidate 13,Candidate 11,1.1280659719525388,Candidate 5,1.0247346793199539,Candidate 5,1.0247346793199539,Candidate 5,1.0247346793199539,Candidate 13,1.0
0,200,15,1D,normal,burial,0.25,Candidate 0,Candidate 2,1.7990320022345334,Candidate 3,1.0968716439325406,Candidate 3,1.0968716439325406,Candidate 0,1.0,Candidate 0,1.0
1,200,15,1D,normal,burial,0.25,Candidate 7,Candidate 2,1.3756133671132516,Candidate 7,1.0,Candidate 11,1.071349920458047,Candidate 7,1.0,Candidate 7,1.0
2,200,15,1D,normal,burial,0.25,Candidate 2,Candidate 2,1.0,Candidate 1,1.0025844282059349,Candidate 8,1.01014443008673,Candidate 2,1.0,Candidate 2,1.0
3,200,15,1D,normal,burial,0.25,Candidate 0,Candidate 1,1.2351993278892337,Candidate 9,1.103988376924617,Candidate 1,1.2351993278892337,Candidate 11,1.0242186104591857,Candidate 0,1.0
4,200,15,1D,normal,burial,0.25,Candidate 3,Candidate 8,1.2430057595427124,Candidate 13,1.0010029839780898,Candidate 2,1.135550123526859,Candidate 3,1.0,Candidate 3,1.0
5,200,15,1D,normal,burial,0.25,Candidate 5,Candidate 5,1.0,Candidate 13,1.027036719365265,Candidate 13,1.027036719365265,Candidate 13,1.027036719365265,Candidate 5,1.0
6,200,15,1D,normal,burial,0.25,Candidate 8,Candidate 7,1.3472007258816852,Candidate 8,1.0,Candidate 9,1.116370192743274,Candidate 8,1.0,Candidate 8,1.0
7,200,15,1D,normal,burial,0.25,Candidate 7,Candidate 10,1.1664719860593205,Candidate 7,1.0,Candidate 10,1.1664719860593205,Candidate 7,1.0,Candidate 7,1.0
8,200,15,1D,normal,burial,0.25,Candidate 12,Candidate 13,1.570210246975935,Candidate 14,1.0046200226579902,Candidate 12,1.0,Candidate 12,1.0,Candidate 12,1.0
9,200,15,1D,normal,burial,0.25,Candidate 7,Candidate 7,1.0,Candidate 9,1.2825650741602856,Candidate 7,1.0,Candidate 7,1.0,Candidate 7,1.0
10,200,15,1D,normal,burial,0.25,Candidate 4,Candidate 4,1.0,Candidate 6,1.0035350293789012,Candidate 4,1.0,Candidate 6,1.0035350293789012,Candidate 4,1.0
11,200,15,1D,normal,burial,0.25,Candidate 9,Candidate 1,1.3985732429660473,Candidate 4,1.0202309209357285,Candidate 2,1.0030293355537014,Candidate 2,1.0030293355537014,Candidate 2,1.0030293355537014
12,200,15,1D,normal,burial,0.25,Candidate 6,Candidate 0,1.0062555546883685,Candidate 12,1.0310826208268609,Candidate 0,1.0062555546883685,Candidate 2,1.0001472204106105,Candidate 6,1.0
13,200,15,1D,normal,burial,0.25,Candidate 3,Candidate 3,1.0,Candidate 2,1.0755201021465304,Candidate 14,1.1708756710319808,Candidate 2,1.0755201021465304,Candidate 3,1.0
14,200,15,1D,normal,burial,0.25,Candidate 10,Candidate 1,1.0522715012062223,Candidate 9,1.0021554562209796,Candidate 1,1.0522715012062223,Candidate 10,1.0,Candidate 10,1.0
15,200,15,1D,normal,burial,0.25,Candidate 7,Candidate 2,1.2200287148187752,Candidate 10,1.000228131859565,Candidate 9,1.058332641988671,Candidate 7,1.0,Candidate 7,1.0
16,200,15,1D,normal,burial,0.25,Candidate 11,Candidate 3,1.0598061796835299,Candidate 11,1.0,Candidate 11,1.0,Candidate 11,1.0,Candidate 11,1.0
17,200,15,1D,normal,burial,0.25,Candidate 12,Candidate 14,1.093984121330272,Candidate 9,1.0016012896720132,Candidate 14,1.093984121330272,Candidate 8,1.0060617045938194,Candidate 12,1.0
18,200,15,1D,normal,burial,0.25,Candidate 3,Candidate 14,1.1368010328401374,Candidate 3,1.0,Candidate 6,1.061380292241725,Candidate 8,1.022499679593774,Candidate 3,1.0
19,200,15,1D,normal,burial,0.25,Candidate 1,Candidate 10,1.6995507062358615,Candidate 4,1.0272774079266969,Candidate 6,1.10765946853552,Candidate 1,1.0,Candidate 1,1.0
20,200,15,1D,normal,burial,0.25,Candidate 1,Candidate 13,1.0033243698964618,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
21,200,15,1D,normal,burial,0.25,Candidate 6,Candidate 6,1.0,Candidate 14,1.0054355101536065,Candidate 11,1.1631190451537485,Candidate 6,1.0,Candidate 6,1.0
22,200,15,1D,normal,burial,0.25,Candidate 0,Candidate 10,1.7327796421460175,Candidate 0,1.0,Candidate 2,1.0106646535439634,Candidate 0,1.0,Candidate 0,1.0
23,200,15,1D,normal,burial,0.25,Candidate 12,Candidate 5,1.1087256665050031,Candidate 7,1.033843349292245,Candidate 5,1.1087256665050031,Candidate 0,1.0012187503804766,Candidate 12,1.0
24,200,15,1D,normal,burial,0.25,Candidate 13,Candidate 9,1.0984053075435714,Candidate 2,1.0162531784210338,Candidate 7,1.0374189022866913,Candidate 2,1.0162531784210338,Candidate 13,1.0
25,200,15,1D,normal,burial,0.25,Candidate 7,Candidate 0,1.6522821158858667,Candidate 1,1.09220213091855,Candidate 7,1.0,Candidate 7,1.0,Candidate 7,1.0
26,200,15,1D,normal,burial,0.25,Candidate 6,Candidate 9,1.0191636059480884,Candidate 7,1.1926969023710083,Candidate 9,1.0191636059480884,Candidate 6,1.0,Candidate 6,1.0
27,200,15,1D,normal,burial,0.25,Candidate 1,Candidate 2,1.2427087191017612,Candidate 6,1.09421056034832,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
28,200,15,1D,normal,burial,0.25,Candidate 4,Candidate 4,1.0,Candidate 8,1.0699394095973118,Candidate 8,1.0699394095973118,Candidate 4,1.0,Candidate 4,1.0
29,200,15,1D,normal,burial,0.25,Candidate 7,Candidate 9,1.2222972962445409,Candidate 5,1.000619064171068,Candidate 0,1.1474937041404787,Candidate 7,1.0,Candidate 5,1.000619064171068
30,200,15,1D,normal,burial,0.25,Candidate 12,Candidate 7,1.1913074438726798,Candidate 1,1.07819465382323,Candidate 12,1.0,Candidate 12,1.0,Candidate 12,1.0
31,200,15,1D,normal,burial,0.25,Candidate 1,Candidate 1,1.0,Candidate 11,1.0052159535766405,Candidate 4,1.1488802949807557,Candidate 11,1.0052159535766405,Candidate 1,1.0
32,200,15,1D,normal,burial,0.25,Candidate 8,Candidate 11,1.1417223426855543,Candidate 8,1.0,Candidate 7,1.148104436371333,Candidate 8,1.0,Candidate 8,1.0
33,200,15,1D,normal,burial,0.25,Candidate 8,Candidate 8,1.0,Candidate 3,1.0325804991932765,Candidate 7,1.180346399756363,Candidate 8,1.0,Candidate 8,1.0
34,200,15,1D,normal,burial,0.25,Candidate 7,Candidate 10,1.7057173481344572,Candidate 7,1.0,Candidate 3,1.0392994631562056,Candidate 13,1.0000914506788916,Candidate 13,1.0000914506788916
35,200,15,1D,normal,burial,0.25,Candidate 11,Candidate 0,1.3390409784217983,Candidate 1,1.008506291249703,Candidate 8,1.0225759753954866,Candidate 11,1.0,Candidate 11,1.0
36,200,15,1D,normal,burial,0.25,Candidate 5,Candidate 11,1.5675075303418604,Candidate 0,1.0006406470399114,Candidate 3,1.0579800549671865,Candidate 0,1.0006406470399114,Candidate 5,1.0
37,200,15,1D,normal,burial,0.25,Candidate 8,Candidate 5,1.1863729190552519,Candidate 8,1.0,Candidate 4,1.0711966878535684,Candidate 8,1.0,Candidate 8,1.0
38,200,15,1D,normal,burial,0.25,Candidate 8,Candidate 12,1.1255951568381892,Candidate 7,1.0773183400131296,Candidate 9,1.0611508019308897,Candidate 4,1.0003714491030482,Candidate 14,1.0012488121317542
39,200,15,1D,normal,burial,0.25,Candidate 13,Candidate 13,1.0,Candidate 5,1.0524446857944412,Candidate 13,1.0,Candidate 8,1.054770029269819,Candidate 13,1.0
40,200,15,1D,normal,burial,0.25,Candidate 12,Candidate 8,1.0884026325159952,Candidate 12,1.0,Candidate 8,1.0884026325159952,Candidate 4,1.0014213846662519,Candidate 4,1.0014213846662519
41,200,15,1D,normal,burial,0.25,Candidate 3,Candidate 3,1.0,Candidate 7,1.0716850828047186,Candidate 7,1.0716850828047186,Candidate 3,1.0,Candidate 3,1.0
42,200,15,1D,normal,burial,0.25,Candidate 10,Candidate 0,1.4129256095635625,Candidate 2,1.0013952983003258,Candidate 11,1.1183510466891857,Candidate 10,1.0,Candidate 10,1.0
43,200,15,1D,normal,burial,0.25,Candidate 3,Candidate 9,1.0071919317475102,Candidate 3,1.0,Candidate 8,1.0081892707056215,Candidate 8,1.0081892707056215,Candidate 3,1.0
44,200,15,1D,normal,burial,0.25,Candidate 14,Candidate 9,1.0372206798696768,Candidate 2,1.0830891582916002,Candidate 9,1.0372206798696768,Candidate 14,1.0,Candidate 14,1.0
45,200,15,1D,normal,burial,0.25,Candidate 6,Candidate 13,1.39425342724082,Candidate 12,1.0025506301006524,Candidate 4,1.0346815349003589,Candidate 6,1.0,Candidate 6,1.0
46,200,15,1D,normal,burial,0.25,Candidate 2,Candidate 14,1.2644812568863901,Candidate 0,1.0755432251823012,Candidate 0,1.0755432251823012,Candidate 13,1.0011644908319826,Candidate 2,1.0
